epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,619.727,0.82885,0.67427,1.02227,0.8627,0.85289,0.89029,0.68233,0.91784,0.69188,1.0342,0.0006065,0.0006065,0.0006065
158,623.612,0.83398,0.65384,1.02195,0.86383,0.8779,0.90002,0.67792,0.9482,0.67646,1.04217,0.000602375,0.000602375,0.000602375
159,627.471,0.82297,0.66156,1.02862,0.85884,0.90361,0.89713,0.69217,0.95074,0.64733,1.04523,0.00059825,0.00059825,0.00059825
160,631.458,0.81871,0.66497,1.01683,0.85391,0.87146,0.89383,0.69354,0.91969,0.65116,1.04126,0.000594125,0.000594125,0.000594125
161,635.358,0.78956,0.64899,1.00281,0.79409,0.89183,0.88021,0.6813,0.93209,0.67277,1.04549,0.00059,0.00059,0.00059
162,639.252,0.86012,0.68415,1.02712,0.80698,0.91016,0.88416,0.69238,0.89899,0.64525,1.02682,0.000585875,0.000585875,0.000585875
163,643.274,0.83201,0.65894,1.02022,0.83149,0.9361,0.898,0.70552,0.86829,0.62783,1.02226,0.00058175,0.00058175,0.00058175
164,647.262,0.80643,0.64222,1.01499,0.86022,0.93445,0.91618,0.71866,0.86035,0.6253,1.00659,0.000577625,0.000577625,0.000577625
165,651.263,0.79349,0.63693,1.01747,0.85522,0.91768,0.91225,0.72031,0.86192,0.61864,1.02373,0.0005735,0.0005735,0.0005735
166,655.31,0.811,0.63183,1.00645,0.82502,0.93444,0.89314,0.70024,0.87051,0.64403,1.02438,0.000569375,0.000569375,0.000569375
167,659.402,0.80361,0.61519,1.01016,0.84002,0.89693,0.90434,0.70215,0.88527,0.65572,1.02408,0.00056525,0.00056525,0.00056525
168,663.347,0.78216,0.62212,0.99878,0.90525,0.84901,0.90442,0.7209,0.84627,0.64336,1.00841,0.000561125,0.000561125,0.000561125
169,667.382,0.77617,0.61286,1.01265,0.8785,0.87195,0.89705,0.72147,0.84691,0.64456,0.99987,0.000557,0.000557,0.000557
170,671.492,0.77965,0.60602,1.00069,0.86734,0.88376,0.89932,0.71869,0.85788,0.65754,0.99545,0.000552875,0.000552875,0.000552875
171,675.341,0.79564,0.62548,1.00604,0.89353,0.85319,0.90315,0.71961,0.8667,0.63764,1.01334,0.00054875,0.00054875,0.00054875
172,679.101,0.75507,0.61156,0.98958,0.87127,0.8899,0.90179,0.71783,0.86125,0.63279,1.02018,0.000544625,0.000544625,0.000544625
173,683.07,0.77941,0.60408,0.99476,0.87611,0.89766,0.90883,0.7206,0.85681,0.62596,1.0113,0.0005405,0.0005405,0.0005405
174,687.003,0.78055,0.62154,1.0004,0.863,0.91306,0.90474,0.72519,0.83569,0.62139,0.99419,0.000536375,0.000536375,0.000536375
175,691.031,0.7516,0.60762,0.99123,0.89192,0.87012,0.90227,0.72011,0.84978,0.63747,0.99532,0.00053225,0.00053225,0.00053225
176,694.881,0.78422,0.60973,1.00063,0.85566,0.9067,0.90648,0.72144,0.85398,0.63057,1.00451,0.000528125,0.000528125,0.000528125
177,698.8,0.77268,0.59116,0.99953,0.87504,0.90766,0.91449,0.72464,0.87308,0.61088,1.03381,0.000524,0.000524,0.000524
178,702.665,0.76494,0.58726,0.99059,0.87165,0.92306,0.91656,0.71773,0.86602,0.61342,1.02058,0.000519875,0.000519875,0.000519875
179,706.502,0.78542,0.62936,1.01012,0.8476,0.91636,0.91834,0.72134,0.86336,0.62163,1.00838,0.00051575,0.00051575,0.00051575
180,710.569,0.77377,0.61229,1.01118,0.88241,0.9075,0.92999,0.73373,0.84148,0.60946,0.99891,0.000511625,0.000511625,0.000511625
181,714.604,0.78866,0.60957,0.99418,0.88753,0.90126,0.93464,0.74594,0.81942,0.59466,0.98956,0.0005075,0.0005075,0.0005075
182,718.55,0.77791,0.60903,1.0031,0.87342,0.91191,0.93312,0.7373,0.85253,0.59856,0.98589,0.000503375,0.000503375,0.000503375
183,722.516,0.78093,0.59734,0.99571,0.86297,0.89303,0.9249,0.73737,0.83091,0.6138,0.99161,0.00049925,0.00049925,0.00049925
184,726.505,0.75874,0.60778,0.9966,0.86093,0.87402,0.9217,0.73735,0.8384,0.60739,0.99442,0.000495125,0.000495125,0.000495125
185,730.474,0.7685,0.58599,0.98579,0.8438,0.90859,0.91835,0.72931,0.84621,0.63083,1.00395,0.000491,0.000491,0.000491
186,734.342,0.7565,0.57534,0.97944,0.86626,0.89137,0.91814,0.7323,0.82658,0.63344,0.99472,0.000486875,0.000486875,0.000486875
