epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,71.5569,1.38699,1.54897,1.35913,0.40317,0.61661,0.53853,0.28107,1.46728,1.56464,1.41154,0.00103962,0.00103962,0.00103962
19,75.4077,1.45601,1.52672,1.35117,0.67705,0.5507,0.65448,0.32965,1.44747,1.56951,1.43076,0.00102725,0.00102725,0.00102725
20,79.3326,1.43074,1.50992,1.34473,0.66491,0.63133,0.67071,0.3307,1.49356,1.46296,1.42193,0.00101488,0.00101488,0.00101488
21,83.0239,1.40654,1.43816,1.32567,0.73025,0.57994,0.64725,0.32404,1.54102,1.58878,1.49129,0.0010025,0.0010025,0.0010025
22,86.8954,1.41246,1.49366,1.3566,0.6188,0.66732,0.65736,0.34189,1.4556,1.46375,1.40626,0.000990125,0.000990125,0.000990125
23,90.7258,1.42622,1.47475,1.35018,0.63027,0.72143,0.68555,0.35465,1.48681,1.32863,1.37192,0.00097775,0.00097775,0.00097775
24,94.8542,1.38026,1.50568,1.29822,0.70938,0.68345,0.68838,0.36578,1.43769,1.31674,1.30391,0.000965375,0.000965375,0.000965375
25,98.961,1.32551,1.39751,1.27406,0.61336,0.67875,0.67966,0.36136,1.47867,1.31295,1.37429,0.000953,0.000953,0.000953
26,102.686,1.3538,1.37197,1.2944,0.61007,0.77775,0.72538,0.40048,1.4375,1.34432,1.37482,0.000940625,0.000940625,0.000940625
27,106.391,1.38913,1.34834,1.31208,0.63179,0.69482,0.70763,0.38712,1.4589,1.32398,1.37066,0.00092825,0.00092825,0.00092825
28,110.1,1.34939,1.32046,1.2832,0.62078,0.69975,0.6744,0.35407,1.44595,1.29598,1.34948,0.000915875,0.000915875,0.000915875
29,113.798,1.34213,1.36518,1.28611,0.61291,0.69536,0.64078,0.35933,1.35772,1.26366,1.29318,0.0009035,0.0009035,0.0009035
30,117.452,1.3786,1.38027,1.31478,0.65444,0.66111,0.67287,0.36233,1.42748,1.28567,1.30899,0.000891125,0.000891125,0.000891125
31,121.125,1.32328,1.30481,1.27453,0.46934,0.72069,0.62094,0.33781,1.40088,1.4001,1.32115,0.00087875,0.00087875,0.00087875
32,124.802,1.34042,1.31863,1.30177,0.65418,0.76986,0.73353,0.4159,1.35448,1.23321,1.33288,0.000866375,0.000866375,0.000866375
33,128.509,1.34388,1.30454,1.29158,0.68224,0.74464,0.74184,0.40892,1.33734,1.21748,1.27891,0.000854,0.000854,0.000854
34,132.248,1.32888,1.31068,1.26877,0.61663,0.66433,0.70291,0.39174,1.40775,1.27919,1.32375,0.000841625,0.000841625,0.000841625
35,136.051,1.32864,1.29499,1.27562,0.69343,0.7225,0.74863,0.43001,1.39178,1.25058,1.32075,0.00082925,0.00082925,0.00082925
36,139.762,1.34036,1.26838,1.27792,0.70321,0.77109,0.76758,0.4497,1.29528,1.18019,1.27219,0.000816875,0.000816875,0.000816875
37,143.44,1.28341,1.27861,1.25544,0.7134,0.68501,0.75505,0.43451,1.32645,1.15189,1.3007,0.0008045,0.0008045,0.0008045
38,147.144,1.24531,1.24735,1.25153,0.71275,0.70134,0.74493,0.42811,1.29552,1.1161,1.26056,0.000792125,0.000792125,0.000792125
39,150.925,1.27091,1.17871,1.235,0.6227,0.80112,0.69305,0.38039,1.44161,1.18312,1.33725,0.00077975,0.00077975,0.00077975
40,154.659,1.30609,1.25344,1.26427,0.57121,0.77154,0.70723,0.41243,1.32169,1.19376,1.25844,0.000767375,0.000767375,0.000767375
41,158.461,1.25084,1.24287,1.23284,0.6632,0.59423,0.70017,0.39629,1.35037,1.24933,1.32594,0.000755,0.000755,0.000755
42,162.373,1.26723,1.21352,1.25176,0.67012,0.73753,0.75452,0.41936,1.28331,1.15228,1.25311,0.000742625,0.000742625,0.000742625
43,166.095,1.23659,1.18276,1.22193,0.69729,0.74868,0.74671,0.43975,1.29561,1.10335,1.23256,0.00073025,0.00073025,0.00073025
44,169.815,1.24967,1.17857,1.23483,0.68649,0.73756,0.7361,0.44089,1.30441,1.10082,1.24172,0.000717875,0.000717875,0.000717875
45,173.571,1.25873,1.13427,1.25476,0.65814,0.81005,0.71933,0.42895,1.27439,1.12969,1.24061,0.0007055,0.0007055,0.0007055
46,177.382,1.18212,1.14604,1.22259,0.62837,0.76675,0.7168,0.42128,1.26502,1.14431,1.25174,0.000693125,0.000693125,0.000693125
47,181.079,1.23758,1.18971,1.23844,0.7241,0.74001,0.78478,0.47168,1.23127,1.05538,1.23299,0.00068075,0.00068075,0.00068075
48,184.832,1.23076,1.16003,1.20643,0.68105,0.78285,0.74859,0.45702,1.24378,1.073,1.21609,0.000668375,0.000668375,0.000668375
49,188.578,1.20366,1.15387,1.20961,0.70467,0.7392,0.77207,0.47929,1.23024,1.05664,1.20946,0.000656,0.000656,0.000656
50,192.339,1.22496,1.13111,1.2079,0.71196,0.74213,0.76814,0.47228,1.21909,1.07689,1.22673,0.000643625,0.000643625,0.000643625
51,196.101,1.18714,1.12215,1.20745,0.65725,0.72657,0.74126,0.4627,1.20206,1.10258,1.21689,0.00063125,0.00063125,0.00063125
52,199.901,1.2154,1.13819,1.2257,0.68582,0.81166,0.7862,0.46831,1.2736,1.04014,1.2678,0.000618875,0.000618875,0.000618875
53,203.683,1.18737,1.14379,1.21386,0.66495,0.77698,0.76269,0.46637,1.24426,1.05266,1.23409,0.0006065,0.0006065,0.0006065
54,207.465,1.16585,1.09225,1.17489,0.67013,0.79224,0.76361,0.45417,1.29783,1.06636,1.2497,0.000594125,0.000594125,0.000594125
55,211.149,1.14195,1.07481,1.17388,0.66316,0.72988,0.7553,0.45402,1.27411,1.08171,1.21237,0.00058175,0.00058175,0.00058175
56,214.852,1.13834,1.07174,1.17441,0.64186,0.73369,0.71951,0.43626,1.25246,1.06221,1.21476,0.000569375,0.000569375,0.000569375
57,218.595,1.17652,1.07222,1.20513,0.74433,0.79214,0.80413,0.49084,1.19737,0.97752,1.19182,0.000557,0.000557,0.000557
58,222.359,1.14244,1.0362,1.17721,0.76137,0.8136,0.80461,0.51427,1.17346,0.97693,1.18526,0.000544625,0.000544625,0.000544625
59,226.296,1.11319,1.03183,1.15921,0.73605,0.8011,0.78784,0.49788,1.18729,0.98046,1.20017,0.00053225,0.00053225,0.00053225
60,229.994,1.11532,1.04948,1.1687,0.73579,0.83152,0.78742,0.50892,1.2064,0.96777,1.20772,0.000519875,0.000519875,0.000519875
61,233.791,1.08915,1.03632,1.15877,0.7162,0.81079,0.77793,0.49844,1.21195,0.95112,1.2136,0.0005075,0.0005075,0.0005075
62,237.63,1.12701,0.99308,1.19606,0.73849,0.77114,0.79435,0.51314,1.187,0.97068,1.19019,0.000495125,0.000495125,0.000495125
63,241.313,1.12822,0.9974,1.17103,0.72374,0.79938,0.78723,0.51289,1.187,0.99862,1.18214,0.00048275,0.00048275,0.00048275
64,245.104,1.12967,1.05627,1.17649,0.69245,0.85378,0.7737,0.48865,1.22991,1.01276,1.2281,0.000470375,0.000470375,0.000470375
65,248.862,1.08399,1.00765,1.14982,0.65695,0.84415,0.75861,0.49433,1.18797,0.98613,1.24345,0.000458,0.000458,0.000458
66,252.711,1.08175,1.02579,1.1593,0.70325,0.80646,0.80361,0.53228,1.15458,0.98869,1.19282,0.000445625,0.000445625,0.000445625
67,256.586,1.0803,0.98772,1.15301,0.74198,0.83689,0.81658,0.54256,1.12913,0.90593,1.15919,0.00043325,0.00043325,0.00043325
68,260.35,1.10532,0.97115,1.1463,0.78539,0.79028,0.83589,0.5523,1.16004,0.90638,1.16565,0.000420875,0.000420875,0.000420875
69,264.103,1.0327,0.92709,1.1163,0.81225,0.77465,0.83538,0.56117,1.14333,0.88698,1.14668,0.0004085,0.0004085,0.0004085
70,267.892,1.06493,0.95077,1.14231,0.81223,0.80183,0.83426,0.54856,1.16161,0.90066,1.15699,0.000396125,0.000396125,0.000396125
71,271.661,1.07768,0.93994,1.14227,0.79493,0.83336,0.83513,0.55236,1.14139,0.891,1.15202,0.00038375,0.00038375,0.00038375
72,275.421,1.0542,0.91575,1.11671,0.7521,0.84312,0.84143,0.57548,1.11815,0.89697,1.14038,0.000371375,0.000371375,0.000371375
73,279.203,1.05997,0.96165,1.14052,0.78103,0.83471,0.8389,0.58081,1.11332,0.87134,1.15095,0.000359,0.000359,0.000359
74,282.996,1.0131,0.91336,1.11882,0.79172,0.79622,0.83044,0.58016,1.09684,0.87028,1.1381,0.000346625,0.000346625,0.000346625
75,286.85,1.0118,0.89863,1.12021,0.74819,0.83996,0.8402,0.58096,1.11952,0.86692,1.14783,0.00033425,0.00033425,0.00033425
76,290.612,1.02887,0.89085,1.137,0.74686,0.84375,0.83667,0.57499,1.14957,0.8744,1.17741,0.000321875,0.000321875,0.000321875
77,294.541,1.04917,0.94332,1.12726,0.76348,0.83102,0.83549,0.57737,1.12677,0.86128,1.17762,0.0003095,0.0003095,0.0003095
78,298.296,0.98293,0.89245,1.10811,0.76211,0.85821,0.84533,0.58845,1.09344,0.85108,1.14762,0.000297125,0.000297125,0.000297125
79,302.046,1.01267,0.90197,1.10539,0.78629,0.83059,0.84433,0.59662,1.08069,0.84735,1.12764,0.00028475,0.00028475,0.00028475
80,305.922,1.0146,0.90955,1.1161,0.81286,0.83139,0.85897,0.61427,1.03048,0.82556,1.09232,0.000272375,0.000272375,0.000272375
81,310.072,0.98873,0.89977,1.12313,0.80405,0.83741,0.85304,0.60103,1.06176,0.83063,1.11962,0.00026,0.00026,0.00026
82,313.886,0.92844,0.84664,1.08683,0.81142,0.84332,0.85856,0.61581,1.04454,0.81664,1.1055,0.000247625,0.000247625,0.000247625
83,317.801,0.96473,0.86459,1.09189,0.78623,0.83196,0.85177,0.61737,1.02584,0.80315,1.09141,0.00023525,0.00023525,0.00023525
84,321.719,0.98027,0.88496,1.10672,0.78049,0.84573,0.83925,0.60564,1.03736,0.81936,1.09574,0.000222875,0.000222875,0.000222875
85,325.605,0.93613,0.85967,1.08124,0.78712,0.87189,0.85036,0.61597,1.04554,0.81745,1.11962,0.0002105,0.0002105,0.0002105
86,329.383,0.96864,0.83547,1.10262,0.81497,0.87095,0.85828,0.6342,1.02367,0.80184,1.11419,0.000198125,0.000198125,0.000198125
87,333.389,0.95793,0.84635,1.09189,0.81861,0.87989,0.85961,0.62511,1.02838,0.8041,1.1187,0.00018575,0.00018575,0.00018575
88,337.33,0.93817,0.85416,1.08078,0.80389,0.87269,0.87097,0.63991,1.01557,0.78774,1.11175,0.000173375,0.000173375,0.000173375
89,341.181,0.91808,0.79677,1.07777,0.78558,0.85904,0.86688,0.63046,1.02891,0.78791,1.11266,0.000161,0.000161,0.000161
90,344.953,0.92431,0.80314,1.09043,0.77706,0.87118,0.86131,0.62749,1.03554,0.78599,1.09591,0.000148625,0.000148625,0.000148625
91,383.36,1.09887,1.03114,1.23701,0.78199,0.84445,0.86711,0.63503,1.03138,0.79714,1.078,0.00013625,0.00013625,0.00013625
92,387.249,1.08901,0.94139,1.2275,0.77103,0.83782,0.85445,0.61368,1.07369,0.86612,1.09829,0.000123875,0.000123875,0.000123875
93,391.058,1.06127,0.93951,1.21038,0.83088,0.81524,0.86364,0.63448,1.03086,0.82762,1.08836,0.0001115,0.0001115,0.0001115
94,394.922,1.02996,0.89469,1.17748,0.83498,0.84336,0.87399,0.66297,0.96001,0.77749,1.05115,9.9125e-05,9.9125e-05,9.9125e-05
95,398.823,1.03394,0.87457,1.22707,0.81375,0.85141,0.8754,0.66579,0.94108,0.75706,1.03571,8.675e-05,8.675e-05,8.675e-05
96,402.538,1.05928,0.89893,1.22496,0.8452,0.82185,0.87742,0.66366,0.94284,0.7541,1.02926,7.4375e-05,7.4375e-05,7.4375e-05
97,406.317,1.03991,0.89612,1.19918,0.83523,0.84245,0.88129,0.66938,0.93841,0.75432,1.02713,6.2e-05,6.2e-05,6.2e-05
98,410.164,1.01608,0.85994,1.19544,0.8308,0.85724,0.88251,0.67012,0.93304,0.74807,1.02603,4.9625e-05,4.9625e-05,4.9625e-05
99,413.953,0.97738,0.85882,1.16537,0.83035,0.85915,0.88395,0.67265,0.92811,0.73996,1.02676,3.725e-05,3.725e-05,3.725e-05
100,417.798,1.00626,0.85003,1.16382,0.84436,0.83642,0.88643,0.67492,0.92532,0.73605,1.0269,2.4875e-05,2.4875e-05,2.4875e-05
