epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,99.719,1.3164,1.97865,1.3784,0.00667,1,0.96643,0.64889,1.15903,2.73612,1.14171,0.000329781,0.000329781,0.000329781
29,102.761,1.25216,1.76214,1.34627,0.00667,1,0.96643,0.64889,1.15903,2.73612,1.14171,0.000337374,0.000337374,0.000337374
30,105.828,1.60886,2.04542,1.74868,0.00667,1,0.96643,0.64889,1.15903,2.73612,1.14171,0.000344637,0.000344637,0.000344637
31,108.811,1.32619,1.67714,1.47239,0.00667,1,0.97833,0.62466,1.21622,2.71389,1.12569,0.00035157,0.00035157,0.00035157
32,111.56,1.28116,1.62952,1.14766,0.00667,1,0.97833,0.62466,1.21622,2.71389,1.12569,0.000358173,0.000358173,0.000358173
33,114.749,1.55524,2.18819,1.4478,0.00667,1,0.97833,0.62466,1.21622,2.71389,1.12569,0.000364446,0.000364446,0.000364446
34,117.655,1.3161,2.0611,1.51531,0.00667,1,0.94643,0.53939,1.1436,2.68155,1.12385,0.000370389,0.000370389,0.000370389
35,120.452,1.38476,1.90481,1.46114,0.00667,1,0.94643,0.53939,1.1436,2.68155,1.12385,0.000376002,0.000376002,0.000376002
36,123.165,1.47354,1.93034,1.39544,0.00667,1,0.94643,0.53939,1.1436,2.68155,1.12385,0.000381285,0.000381285,0.000381285
37,126.106,1.2842,1.91404,1.35042,0.00667,1,0.94643,0.53939,1.1436,2.68155,1.12385,0.000386237,0.000386237,0.000386237
38,128.861,1.26153,1.73204,1.29873,0.00671,1,0.995,0.63254,0.99254,2.59575,1.10667,0.00039086,0.00039086,0.00039086
39,131.638,1.47723,1.89484,1.36835,0.00671,1,0.995,0.63254,0.99254,2.59575,1.10667,0.000395152,0.000395152,0.000395152
40,134.482,1.17077,1.64941,1.27459,0.00671,1,0.995,0.63254,0.99254,2.59575,1.10667,0.000399115,0.000399115,0.000399115
41,137.569,1.26815,1.84431,1.31197,0.00671,1,0.995,0.63254,0.99254,2.59575,1.10667,0.000402747,0.000402747,0.000402747
42,140.445,1.26419,1.48671,1.20206,0.0067,1,0.995,0.66014,1.00346,2.57573,1.14249,0.00040605,0.00040605,0.00040605
43,143.187,1.38619,1.80183,1.4061,0.0067,1,0.995,0.66014,1.00346,2.57573,1.14249,0.000409022,0.000409022,0.000409022
44,146.045,1.24773,1.58833,1.25694,0.0067,1,0.995,0.66014,1.00346,2.57573,1.14249,0.000411664,0.000411664,0.000411664
45,148.729,0.90976,1.45575,1.15514,0.0067,1,0.995,0.66014,1.00346,2.57573,1.14249,0.000413976,0.000413976,0.000413976
46,151.591,1.13751,1.43844,1.26608,0.81967,1,0.995,0.62095,1.09873,2.45544,1.20716,0.000415958,0.000415958,0.000415958
47,154.314,1.22396,1.82693,1.23356,0.81967,1,0.995,0.62095,1.09873,2.45544,1.20716,0.00041761,0.00041761,0.00041761
48,157.38,1.42585,1.49255,1.34975,0.81967,1,0.995,0.62095,1.09873,2.45544,1.20716,0.000418932,0.000418932,0.000418932
49,160.192,1.21796,1.66248,1.28653,0.81967,1,0.995,0.62095,1.09873,2.45544,1.20716,0.000419924,0.000419924,0.000419924
50,163.078,1.20869,1.62937,1.22433,1,0.95706,0.995,0.67912,1.11015,2.15966,1.17865,0.000420586,0.000420586,0.000420586
51,165.731,1.11996,1.43495,1.18192,1,0.95706,0.995,0.67912,1.11015,2.15966,1.17865,0.000420918,0.000420918,0.000420918
52,168.905,1.23353,1.80876,1.35675,1,0.95706,0.995,0.67912,1.11015,2.15966,1.17865,0.000420919,0.000420919,0.000420919
53,172.127,1.07162,1.49639,1.18274,1,0.95706,0.995,0.67912,1.11015,2.15966,1.17865,0.000420591,0.000420591,0.000420591
54,175.216,1.25019,1.70743,1.39568,1,0.95706,0.995,0.67912,1.11015,2.15966,1.17865,0.000419932,0.000419932,0.000419932
55,178.487,1.08581,1.46872,1.14022,0.93673,0.95718,0.995,0.72754,1.01786,1.98604,1.07539,0.000418944,0.000418944,0.000418944
56,181.346,1.33873,1.59313,1.37513,0.93673,0.95718,0.995,0.72754,1.01786,1.98604,1.07539,0.000417625,0.000417625,0.000417625
57,184.153,1.16386,1.30586,1.11879,0.93673,0.95718,0.995,0.72754,1.01786,1.98604,1.07539,0.000415977,0.000415977,0.000415977
58,186.806,1.20351,1.46606,1.25888,0.93673,0.95718,0.995,0.72754,1.01786,1.98604,1.07539,0.000413998,0.000413998,0.000413998
59,189.707,1.14072,1.2369,1.12033,0.93673,0.95718,0.995,0.72754,1.01786,1.98604,1.07539,0.000411689,0.000411689,0.000411689
60,192.479,1.04564,1.39133,1.27177,0.87181,1,0.995,0.73016,1.07315,1.83198,1.02553,0.00040905,0.00040905,0.00040905
61,195.306,1.13107,1.42747,1.15073,0.87181,1,0.995,0.73016,1.07315,1.83198,1.02553,0.000406081,0.000406081,0.000406081
62,198.042,1.24749,1.38238,1.36059,0.87181,1,0.995,0.73016,1.07315,1.83198,1.02553,0.000402782,0.000402782,0.000402782
63,201.024,1.15797,1.33313,1.23471,0.87181,1,0.995,0.73016,1.07315,1.83198,1.02553,0.000399153,0.000399153,0.000399153
64,203.704,0.95181,1.2779,1.13238,0.87181,1,0.995,0.73016,1.07315,1.83198,1.02553,0.000395194,0.000395194,0.000395194
65,206.598,1.00042,1.28343,1.14662,0.88391,1,0.995,0.72211,1.06055,1.69631,0.99887,0.000390905,0.000390905,0.000390905
66,209.215,1.00036,1.18605,1.08537,0.88391,1,0.995,0.72211,1.06055,1.69631,0.99887,0.000386286,0.000386286,0.000386286
67,212.076,1.18515,1.29765,1.14149,0.88391,1,0.995,0.72211,1.06055,1.69631,0.99887,0.000381336,0.000381336,0.000381336
68,215.729,0.77951,1.29341,1.11497,0.88391,1,0.995,0.72211,1.06055,1.69631,0.99887,0.000376057,0.000376057,0.000376057
69,218.572,0.97632,1.54151,1.14886,0.88391,1,0.995,0.72211,1.06055,1.69631,0.99887,0.000370447,0.000370447,0.000370447
70,221.336,1.05318,1.30972,1.13784,0.88391,1,0.995,0.72211,1.06055,1.69631,0.99887,0.000364508,0.000364508,0.000364508
71,224.404,1.17148,1.41748,1.22679,0.9364,1,0.995,0.72594,0.93338,1.51421,0.96937,0.000358238,0.000358238,0.000358238
72,227.096,0.90839,1.13235,1.10725,0.9364,1,0.995,0.72594,0.93338,1.51421,0.96937,0.000351639,0.000351639,0.000351639
73,229.88,1.04189,1.17259,1.10512,0.9364,1,0.995,0.72594,0.93338,1.51421,0.96937,0.000344709,0.000344709,0.000344709
74,232.583,1.25695,1.21674,1.16884,0.9364,1,0.995,0.72594,0.93338,1.51421,0.96937,0.000337449,0.000337449,0.000337449
75,235.416,1.12509,1.43691,1.16758,0.9364,1,0.995,0.72594,0.93338,1.51421,0.96937,0.000329859,0.000329859,0.000329859
76,238.051,0.93688,1.19991,1.08795,0.9364,1,0.995,0.72594,0.93338,1.51421,0.96937,0.000321939,0.000321939,0.000321939
77,240.847,1.07815,1.40661,1.12524,0.98979,0.99832,0.995,0.74904,0.85752,1.38455,0.94939,0.000313689,0.000313689,0.000313689
78,243.598,1.17115,1.35273,1.14915,0.98979,0.99832,0.995,0.74904,0.85752,1.38455,0.94939,0.000305109,0.000305109,0.000305109
79,246.399,1.00077,1.25779,1.09599,0.98979,0.99832,0.995,0.74904,0.85752,1.38455,0.94939,0.000296199,0.000296199,0.000296199
80,249.221,0.92375,1.12958,1.06851,0.98979,0.99832,0.995,0.74904,0.85752,1.38455,0.94939,0.000286959,0.000286959,0.000286959
81,251.822,1.20175,1.2329,1.14965,0.98979,0.99832,0.995,0.74904,0.85752,1.38455,0.94939,0.000277389,0.000277389,0.000277389
82,254.674,1.20801,1.30242,1.16356,0.98979,0.99832,0.995,0.74904,0.85752,1.38455,0.94939,0.000267488,0.000267488,0.000267488
83,257.469,1.06527,1.25043,1.14012,0.98979,0.99832,0.995,0.74904,0.85752,1.38455,0.94939,0.000257258,0.000257258,0.000257258
84,260.394,0.99582,1.31379,1.09115,0.94733,0.99017,0.995,0.78383,0.82317,1.28564,0.93058,0.000246698,0.000246698,0.000246698
85,263.078,1.04852,1.2393,1.16742,0.94733,0.99017,0.995,0.78383,0.82317,1.28564,0.93058,0.000235807,0.000235807,0.000235807
86,265.97,1.13653,1.43353,1.21884,0.94733,0.99017,0.995,0.78383,0.82317,1.28564,0.93058,0.000224587,0.000224587,0.000224587
87,268.646,0.96042,1.14105,1.11546,0.94733,0.99017,0.995,0.78383,0.82317,1.28564,0.93058,0.000213036,0.000213036,0.000213036
88,271.518,1.28243,1.4499,1.24241,0.94733,0.99017,0.995,0.78383,0.82317,1.28564,0.93058,0.000201155,0.000201155,0.000201155
89,274.199,1.01111,1.38235,1.11003,0.94733,0.99017,0.995,0.78383,0.82317,1.28564,0.93058,0.000188944,0.000188944,0.000188944
90,277.02,1.26695,1.60965,1.28902,0.94733,0.99017,0.995,0.78383,0.82317,1.28564,0.93058,0.000176404,0.000176404,0.000176404
91,279.806,0.9448,1.41739,1.0572,0.91833,0.98536,0.995,0.79872,0.8213,1.25538,0.91664,0.000163533,0.000163533,0.000163533
92,282.641,0.98093,1.47073,1.14237,0.91833,0.98536,0.995,0.79872,0.8213,1.25538,0.91664,0.000150332,0.000150332,0.000150332
93,285.471,0.8073,1.30725,1.02554,0.91833,0.98536,0.995,0.79872,0.8213,1.25538,0.91664,0.000136801,0.000136801,0.000136801
94,289.152,1.02357,1.50606,1.05554,0.91833,0.98536,0.995,0.79872,0.8213,1.25538,0.91664,0.00012294,0.00012294,0.00012294
95,292.412,1.13612,1.56995,1.24775,0.91833,0.98536,0.995,0.79872,0.8213,1.25538,0.91664,0.000108748,0.000108748,0.000108748
96,296.272,0.78566,1.40798,1.03796,0.91833,0.98536,0.995,0.79872,0.8213,1.25538,0.91664,9.42272e-05,9.42272e-05,9.42272e-05
97,299.311,0.85948,1.28902,1.09281,0.91833,0.98536,0.995,0.79872,0.8213,1.25538,0.91664,7.93759e-05,7.93759e-05,7.93759e-05
98,302.334,0.90215,1.255,1.10861,0.91833,0.98536,0.995,0.79872,0.8213,1.25538,0.91664,6.41945e-05,6.41945e-05,6.41945e-05
99,305.411,0.95978,1.34846,1.12914,0.90315,0.98708,0.995,0.80359,0.82725,1.20618,0.91808,4.86831e-05,4.86831e-05,4.86831e-05
100,308.373,0.97592,1.54162,1.08712,0.90315,0.98708,0.995,0.80359,0.82725,1.20618,0.91808,3.28416e-05,3.28416e-05,3.28416e-05
